"CountryName","Indicator","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Albania","Gross enrolment ratio, secondary, gender parity index (GPI)",0.97463,0.99227,0.9989,1.03197,1.00547,0.99156,0.97586,0.95973,0.94445,0.95622,0.97086,0.98903,1.00539
"Albania","Gross enrolment ratio, secondary, male (%)",80.17894,82.50895,84.16939,84.40454,87.87483,90.16002,93.36662,98.15081,100.36199,99.47831,97.06753,95.76336,95.19122
"Albania","Gross enrolment ratio for tertiary education, female (%)",30.42745,35.46488,36.48628,38.66989,51.57109,58.23014,69.71962,76.31651,78.31959,73.53012,70.07677,69.81036,67.57861
"Albania","Gross enrolment ratio for tertiary education, male (%)",22.70437,25.86625,27.78814,28.35564,38.04778,42.33717,49.90621,54.22968,54.55885,51.56088,47.56265,45.73384,43.04797
"Albania","Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",1.25382,1.27065,1.23839,1.26673,1.26223,1.27293,1.28419,1.28941,1.30338,1.29878,1.32128,1.34488,1.36299
"Albania","Youth illiterate population, 15-24 years, female (number)",2143.5,2143.5,2373,2143.5,2143.5,2913,2474,2143.5,2143.5,2143.5,2143.5,2143.5,814
"Albania","Youth illiterate population, 15-24 years, male (number)",2939.25,2939.25,4146,2939.25,2939.25,3593,1755,2939.25,2939.25,2939.25,2939.25,2939.25,2263
"Albania","Adult illiterate population, 15+ years, male (number)",22550,22550,30488,22550,22550,22830,19064,22550,22550,22550,22550,22550,17818
"Albania","Adult illiterate population, 15+ years, female (number)",45498.75,45498.75,61308,45498.75,45498.75,49703,44688,45498.75,45498.75,45498.75,45498.75,45498.75,26296
"Arab World","Adult literacy rate, population 15+ years, female (%)",58.69217,59.10822,60.44632,58.96982,60.23765,62.43845,66.09428,65.23873,67.73675,65.56704,67.35149,68.65436,65.53032
"Arab World","Adult literacy rate, population 15+ years, male (%)",76.96445,77.55345,78.09182,76.95943,77.51075,78.91648,82.10152,82.00065,83.10075,80.81003,81.74517,82.21642,79.59879
"Arab World","Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",0.76259,0.76216,0.77404,0.76625,0.77715,0.7912,0.80503,0.79559,0.81512,0.81137,0.82392,0.83504,0.82326
"Arab World","Youth literacy rate, population 15-24 years, female (%)",78.3523,79.33823,80.17188,77.16539,77.74753,78.20605,82.46242,83.24029,84.46123,81.132,83.52969,84.29211,80.35056
"Arab World","Youth literacy rate, population 15-24 years, male (%)",86.74238,87.25379,87.69519,85.28347,85.41641,85.62271,89.15104,88.89609,89.76586,86.37135,88.50983,88.79433,85.16809
"Arab World","Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",0.90328,0.90928,0.91421,0.90481,0.91022,0.91338,0.92497,0.93638,0.94091,0.93934,0.94373,0.9493,0.94344
"Arab World","Gross enrolment ratio, primary, female (%)",88.88958,89.47412,90.65587,91.19877,92.08309,91.42187,93.87269,92.85067,92.77944,92.52657,92.39304,92.61421,92.84049
"Arab World","Gross enrolment ratio, primary, gender parity index (GPI)",0.90699,0.90894,0.91499,0.91929,0.9229,0.91804,0.92944,0.93089,0.93668,0.94095,0.94133,0.94452,0.94617
"Arab World","Gross enrolment ratio, primary, male (%)",98.005,98.43837,99.07866,99.20583,99.77622,99.58408,100.99962,99.74426,99.05188,98.33335,98.15208,98.05461,98.12279
"Arab World","Gross enrolment ratio, secondary, female (%)",63.16754,62.22579,62.50162,63.8847,64.89927,67.34175,68.28476,67.11553,67.7779,68.76245,68.73223,69.19781,70.06162
"Arab World","Gross enrolment ratio, secondary, gender parity index (GPI)",0.93254,0.93706,0.93502,0.93116,0.93278,0.93858,0.94026,0.94288,0.9458,0.95106,0.94462,0.94456,0.95186
"Arab World","Gross enrolment ratio, secondary, male (%)",67.73718,66.40569,66.84547,68.60766,69.57652,71.74878,72.62299,71.18118,71.66171,72.30085,72.7619,73.25945,73.60526
"Arab World","Gross enrolment ratio for tertiary education, female (%)",22.31753,22.52398,24.21276,24.90031,25.58496,25.05767,26.3762,27.89999,29.16255,30.96959,32.23999,33.02509,33.9057
"Arab World","Gross enrolment ratio for tertiary education, male (%)",22.36921,23.3501,23.21644,23.92109,24.56881,23.9793,25.39741,26.98456,28.10157,29.32194,29.59578,30.56502,30.53715
"Arab World","Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",0.99769,0.96462,1.04115,1.03933,1.03972,1.04304,1.03711,1.03281,1.03638,1.0532,1.08202,1.07449,1.09935
"Arab World","Youth illiterate population, 15-24 years, female (number)",7013402,6806130,6625711,7722455,7600511,7509272,6081525,5836902,5426649,6601525,5784437,5537838,6956813
"Arab World","Youth illiterate population, 15-24 years, male (number)",4505815,4421346,4337785,5248221,5240630,5224864,3972721,4082404,3767800,5017946,4264272,4186795,5569708
"Arab World","Adult illiterate population, 15+ years, male (number)",24734599,24933744,25159450,27312839,27461521,26465985,23054087,23751987,22825143,26517268,25757560,25630969,30035420
"Arab World","Adult illiterate population, 15+ years, female (number)",41819498,42578507,42339519,45122029,44890521,43514667,40273539,42296721,40180325,43857775,42413269,41536415,46595993
"Argentina","Adult literacy rate, population 15+ years, female (%)",98.51077,98.997833,98.997833,99.00176,98.92807,98.99984,99.09995,99.09121,98.93282,99.20877,99.1431,98.997833,99.06204
"Argentina","Adult literacy rate, population 15+ years, male (%)",98.72719,99.042293,99.042293,98.96272,98.98532,99.22831,99.11113,99.15603,99.06125,99.14825,99.10499,99.042293,98.93774
"Argentina","Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",0.99781,0.99955,0.99955,1.00039,0.99942,0.9977,0.99989,0.99935,0.9987,1.00061,1.00038,0.99955,1.00125
"Argentina","Youth literacy rate, population 15-24 years, female (%)",99.50357,99.61453,99.61453,99.69673,99.58867,99.71145,99.61428,99.59812,99.4024,99.6435,99.62893,99.61453,99.75765
"Argentina","Youth literacy rate, population 15-24 years, male (%)",99.38614,99.337896,99.337896,99.47492,99.0122,99.54525,99.14453,99.51034,99.19587,99.4834,99.38448,99.337896,99.24183
"Argentina","Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",1.00118,1.002777,1.002777,1.00222,1.00579,1.00167,1.00472,1.00088,1.00208,1.00161,1.00245,1.002777,1.00517
"Argentina","Gross enrolment ratio, primary, female (%)",116.85,117.87129,118.34758,117.63241,116.22167,114.91864,113.53876,111.52934,111.34255,111.2357,110.60607,109.62778,114.1434825
"Argentina","Gross enrolment ratio, primary, gender parity index (GPI)",0.99409,0.99701,0.99593,0.99545,0.98741,0.98824,0.98823,0.99157,0.99794,0.99881,0.99764,0.99797,0.994190833333333
"Argentina","Gross enrolment ratio, primary, male (%)",117.54472,118.22478,118.83083,118.17002,117.70344,116.28639,114.89138,112.47753,111.57263,111.3687,110.86754,109.85108,114.815753333333
"Argentina","Gross enrolment ratio, secondary, female (%)",96.38415,96.93862,98.72424,101.94808,104.15448,106.61547,107.97714,108.98023,109.59811,110.15841,110.91987,111.03346,105.286021666667
"Argentina","Gross enrolment ratio, secondary, gender parity index (GPI)",1.1033,1.11386,1.12305,1.11477,1.09642,1.10348,1.08933,1.07653,1.06828,1.06081,1.04554,1.04245,1.086485
"Argentina","Gross enrolment ratio, secondary, male (%)",87.36027,87.02944,87.90687,91.4523,94.99504,96.61754,99.12242,101.233,102.59281,103.84397,106.08818,106.51183,97.0628058333333
"Argentina","Gross enrolment ratio for tertiary education, female (%)",80.48403,79.81721,81.85146,84.18764,87.82828,92.92044,94.67601,96.55508,100.30122,104.51591,109.16721,112.79844,93.7585775
"Argentina","Gross enrolment ratio for tertiary education, male (%)",53.6077,53.17609,54.44815,56.4313,58.88202,60.00511,60.60361,60.34128,62.19477,64.05334,65.87956,67.77473,59.7831383333333
"Argentina","Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",1.33393,1.33378,1.33479,1.3297,1.32958,1.35423,1.35988,1.37506,1.37992,1.38714,1.39653,1.39915,1.35947416666667
"Argentina","Youth illiterate population, 15-24 years, female (number)",16353,13201.4,13201.4,10275,14038,9909,13300,13890,20680,12344,12848,13201.4,8377
"Argentina","Youth illiterate population, 15-24 years, male (number)",20490,23228.5,23228.5,18098,34353,15943,30172,17343,28567,18392,21930,23228.5,26997
"Argentina","Adult illiterate population, 15+ years, male (number)",174232,142744.3,142744.3,148154,146925,113289,132235,127185,143291,131683,140072,142744.3,170377
"Argentina","Adult illiterate population, 15+ years, female (number)",222893,161837.9,161837.9,155420,169024,159726,145515,148695,176696,132572,145215,161837.9,162623
"Armenia","Adult literacy rate, population 15+ years, female (%)",99.683755,99.683755,99.683755,99.683755,99.683755,99.69035,99.683755,99.683755,99.683755,99.683755,99.683755,99.67716,99.683755
"Armenia","Adult literacy rate, population 15+ years, male (%)",99.80579,99.80579,99.80579,99.80579,99.80579,99.80608,99.80579,99.80579,99.80579,99.80579,99.80579,99.8055,99.80579
"Armenia","Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",0.998775,0.998775,0.998775,0.998775,0.998775,0.99884,0.998775,0.998775,0.998775,0.998775,0.998775,0.99871,0.998775
"Armenia","Youth literacy rate, population 15-24 years, female (%)",99.875175,99.875175,99.875175,99.875175,99.875175,99.87619,99.875175,99.875175,99.875175,99.875175,99.875175,99.87416,99.875175
"Armenia","Youth literacy rate, population 15-24 years, male (%)",99.81985,99.81985,99.81985,99.81985,99.81985,99.81842,99.81985,99.81985,99.81985,99.81985,99.81985,99.82128,99.81985
"Armenia","Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",1.000555,1.000555,1.000555,1.000555,1.000555,1.00058,1.000555,1.000555,1.000555,1.000555,1.000555,1.00053,1.000555
"Armenia","Gross enrolment ratio, primary, female (%)",101.45639,114.60815,115.79814,112.78573,100.71847,99.44019,99.61921,99.10623,97.53677,95.77111,94.96555,94.2442,92.6959
"Armenia","Gross enrolment ratio, primary, gender parity index (GPI)",1.02489,1.02208,1.02098,1.0329,1.03138,1.01835,1.0133,1.01253,1.01302,1.01521,1.0089,1.00321,0.99961
"Armenia","Gross enrolment ratio, primary, male (%)",98.99294,112.13191,113.41875,109.19344,97.65404,97.64802,98.31203,97.87988,96.28312,94.33617,94.12774,93.94301,92.73222
"Armenia","Gross enrolment ratio, secondary, female (%)",92.9392644444444,96.64854,94.5757,98.96402,103.744,93.29619,92.9392644444444,87.66993,88.42138,88.33324,92.9392644444444,92.9392644444444,84.80038
"Armenia","Gross enrolment ratio, secondary, gender parity index (GPI)",1.01615111111111,1.00453,0.99186,0.97758,0.98223,1.00332,1.01615111111111,1.03976,1.05686,1.0516,1.01615111111111,1.01615111111111,1.03762
"Armenia","Gross enrolment ratio, secondary, male (%)",91.6791233333333,96.2131,95.35155,101.23321,105.62041,92.98737,91.6791233333333,84.31731,83.66435,83.9992,91.6791233333333,91.6791233333333,81.72561
"Armenia","Gross enrolment ratio for tertiary education, female (%)",49.05389,51.87726,54.46075,56.61935,58.03413,57.7082,49.85343,48.49313,50.08286,50.51742,57.11542,58.67676,62.64839
"Armenia","Gross enrolment ratio for tertiary education, male (%)",36.92448,39.71326,42.19899,45.72026,47.59758,48.66689,42.1852,42.80576,43.92737,42.39126,45.01602,46.06831,47.1191
"Armenia","Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",1.24727,1.23448,1.22515,1.1925,1.17983,1.15667,1.15382,1.11728,1.12291,1.16086,1.21184,1.21488,1.24788
"Armenia","Youth illiterate population, 15-24 years, female (number)",277.5,277.5,277.5,277.5,277.5,322,277.5,277.5,277.5,277.5,277.5,233,277.5
"Armenia","Youth illiterate population, 15-24 years, male (number)",398.5,398.5,398.5,398.5,398.5,445,398.5,398.5,398.5,398.5,398.5,352,398.5
"Armenia","Adult illiterate population, 15+ years, male (number)",2050,2050,2050,2050,2050,2030,2050,2050,2050,2050,2050,2070,2050
"Armenia","Adult illiterate population, 15+ years, female (number)",4029.5,4029.5,4029.5,4029.5,4029.5,3933,4029.5,4029.5,4029.5,4029.5,4029.5,4126,4029.5
"Azerbaijan","Adult literacy rate, population 15+ years, female (%)",99.67617,99.38394,99.67617,99.68215,99.69263,99.70496,99.70286,99.71682,99.71966,99.71714,99.71955,99.72199,99.67617
"Azerbaijan","Adult literacy rate, population 15+ years, male (%)",99.854595,99.82097,99.854595,99.84267,99.85444,99.85666,99.85285,99.86592,99.86201,99.86263,99.86405,99.86375,99.854595
"Azerbaijan","Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",0.998212,0.99562,0.998212,0.99839,0.99838,0.99848,0.9985,0.99851,0.99857,0.99854,0.99855,0.99858,0.998212
"Azerbaijan","Youth literacy rate, population 15-24 years, female (%)",99.93303,99.98897,99.93303,99.94579,99.93333,99.93176,99.91767,99.9267,99.93638,99.92011,99.91648,99.91311,99.93303
"Azerbaijan","Youth literacy rate, population 15-24 years, male (%)",99.966438,99.98931,99.966438,99.95678,99.96745,99.95603,99.955,99.97687,99.97624,99.96367,99.96238,99.96065,99.966438
"Azerbaijan","Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",0.999666,1,0.999666,0.99989,0.99966,0.99976,0.99963,0.9995,0.9996,0.99956,0.99954,0.99952,0.999666
"Azerbaijan","Gross enrolment ratio, primary, female (%)",91.04317,94.61507,93.80725,94.52098,93.23661,94.57047,96.88853,98.8165,105.49295,105.63598,105.8647,104.19372,100.01462
"Azerbaijan","Gross enrolment ratio, primary, gender parity index (GPI)",0.93628,0.99688,0.99469,0.98923,0.98953,0.98052,0.97977,0.96903,0.99002,0.98318,0.99011,1.01633,1.00546
"Azerbaijan","Gross enrolment ratio, primary, male (%)",97.23973,94.91137,94.30764,95.54982,94.22297,96.44974,98.88866,101.97485,106.55592,107.44336,106.9224,102.52004,99.47112
"Azerbaijan","Gross enrolment ratio, secondary, female (%)",94.53944,94.53944,94.53944,94.53944,94.53944,94.53944,94.53944,94.53944,94.53944,94.53944,94.53944,94.53944,94.53944
"Azerbaijan","Gross enrolment ratio, secondary, gender parity index (GPI)",1.00118,1.00118,1.00118,1.00118,1.00118,1.00118,1.00118,1.00118,1.00118,1.00118,1.00118,1.00118,1.00118
"Azerbaijan","Gross enrolment ratio, secondary, male (%)",94.42806,94.42806,94.42806,94.42806,94.42806,94.42806,94.42806,94.42806,94.42806,94.42806,94.42806,94.42806,94.42806
"Azerbaijan","Gross enrolment ratio for tertiary education, female (%)",20.24594,19.5503,18.87043,18.93108,19.15638,19.80818,20.92553,22.62382,24.75323,27.48078,28.13302,29.03385,29.69345
"Azerbaijan","Gross enrolment ratio for tertiary education, male (%)",19.33599,19.17566,19.22743,19.1841,19.36225,19.49063,19.97292,20.32954,21.67637,23.64264,23.89231,25.27021,25.90973
"Azerbaijan","Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",1.04494,1.01916,0.98143,0.98681,0.98937,1.01603,1.04552,1.10141,1.1243,1.13967,1.15074,1.12963,1.12743
"Azerbaijan","Youth illiterate population, 15-24 years, female (number)",555.3,100,555.3,500,611,614,721,620,518,624,624,621,555.3
"Azerbaijan","Youth illiterate population, 15-24 years, male (number)",292.4,98,292.4,401,301,402,404,203,203,302,303,307,292.4
"Azerbaijan","Adult illiterate population, 15+ years, male (number)",5042.3,5686,5042.3,5213,4913,4917,5121,4726,4922,4958,4952,5015,5042.3
"Azerbaijan","Adult illiterate population, 15+ years, female (number)",11846.7,20949,11846.7,11237,11049,10764,10981,10583,10584,10784,10772,10764,11846.7
"Bahrain","Adult literacy rate, population 15+ years, female (%)",93.2370525,93.2370525,93.2370525,93.2370525,89.01044,93.2370525,93.2370525,93.2370525,93.2370525,93.2370525,94.28152,94.70737,94.94888
"Bahrain","Adult literacy rate, population 15+ years, male (%)",97.056965,97.056965,97.056965,97.056965,92.14544,97.056965,97.056965,97.056965,97.056965,97.056965,98.55192,98.76733,98.76317
"Bahrain","Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",0.96073,0.96073,0.96073,0.96073,0.96598,0.96073,0.96073,0.96073,0.96073,0.96073,0.95667,0.95889,0.96138
"Bahrain","Youth literacy rate, population 15-24 years, female (%)",98.089935,98.089935,98.089935,98.089935,95.12418,98.089935,98.089935,98.089935,98.089935,98.089935,98.85029,99.08393,99.30134
"Bahrain","Youth literacy rate, population 15-24 years, male (%)",98.90144,98.90144,98.90144,98.90144,95.68429,98.90144,98.90144,98.90144,98.90144,98.90144,99.95573,99.9896,99.97614
"Bahrain","Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",0.99182,0.99182,0.99182,0.99182,0.99415,0.99182,0.99182,0.99182,0.99182,0.99182,0.98894,0.99094,0.99325
"Bahrain","Gross enrolment ratio, primary, female (%)",101.00628,99.4433011111111,99.4433011111111,99.4433011111111,99.4433011111111,95.7298,95.77789,98.50305,100.35145,101.70948,102.16062,100.99798,98.75316
"Bahrain","Gross enrolment ratio, primary, gender parity index (GPI)",1.05136,1.01349555555556,1.01349555555556,1.01349555555556,1.01349555555556,1.01779,1.00892,1.01669,1.01229,1.00991,1.02083,0.9958,0.98787
"Bahrain","Gross enrolment ratio, primary, male (%)",96.072,98.1395044444444,98.1395044444444,98.1395044444444,98.1395044444444,94.0568,94.93145,96.88575,99.13274,100.71172,100.07568,101.42408,99.96532
"Bahrain","Gross enrolment ratio, secondary, female (%)",101.13984,98.29213,95.53339,94.24744,93.50989,94.19786,92.53339,97.26215,99.22584,101.80012,104.28587,104.07378,101.69599
"Bahrain","Gross enrolment ratio, secondary, gender parity index (GPI)",1.09777,1.02942,1.08077,1.04887,1.01398,0.97724,1.01846,1.01188,1.00561,0.99311,1.00814,1.03586,1.06135
"Bahrain","Gross enrolment ratio, secondary, male (%)",92.13224,95.573585,88.39384,89.85635,92.22031,96.39167,90.8566,96.12025,98.67224,102.50689,103.44397,100.47131,95.81735
"Bahrain","Gross enrolment ratio for tertiary education, female (%)",38.32186,58.5131822222222,58.5131822222222,58.5131822222222,58.5131822222222,57.5012,60.93734,57.90605,57.54474,59.30616,62.99215,64.26851,67.84063
"Bahrain","Gross enrolment ratio for tertiary education, male (%)",12.15796,29.5905044444444,29.5905044444444,29.5905044444444,29.5905044444444,33.60258,29.97971,25.87986,29.08769,30.94245,33.72034,33.9515,36.99245
"Bahrain","Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",1.68274,1.50259555555556,1.50259555555556,1.50259555555556,1.50259555555556,1.41562,1.50802,1.55307,1.49452,1.47826,1.46469,1.47172,1.45472
"Bahrain","Youth illiterate population, 15-24 years, female (number)",1536.75,1536.75,1536.75,1536.75,3895,1536.75,1536.75,1536.75,1536.75,1536.75,928,751,573
"Bahrain","Youth illiterate population, 15-24 years, male (number)",1166.75,1166.75,1166.75,1166.75,4582,1166.75,1166.75,1166.75,1166.75,1166.75,48,11,26
"Bahrain","Adult illiterate population, 15+ years, male (number)",20376.5,20376.5,20376.5,20376.5,50665,20376.5,20376.5,20376.5,20376.5,20376.5,10686,9714,10441
"Bahrain","Adult illiterate population, 15+ years, female (number)",25884.5,25884.5,25884.5,25884.5,37780,25884.5,25884.5,25884.5,25884.5,25884.5,22709,21680,21369
"Bangladesh","Adult literacy rate, population 15+ years, female (%)",60.2404555555556,43.74085,60.2404555555556,60.2404555555556,60.2404555555556,55.11944,54.23604,57.789,57.86093,62.25299,69.89721,70.0857,71.18194
"Bangladesh","Adult literacy rate, population 15+ years, male (%)",66.4981055555556,49.83233,66.4981055555556,66.4981055555556,66.4981055555556,62.48306,61.54287,64.21377,64.36509,68.05536,75.61885,75.70236,76.66926
"Bangladesh","Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",0.903711111111111,0.87776,0.903711111111111,0.903711111111111,0.903711111111111,0.88215,0.88127,0.89995,0.89895,0.91474,0.92434,0.92581,0.92843
"Bangladesh","Youth literacy rate, population 15-24 years, female (%)",85.7966055555556,67.48857,85.7966055555556,85.7966055555556,85.7966055555556,79.54449,79.3692,86.92579,86.48067,89.53506,93.53532,94.37776,94.91259
"Bangladesh","Youth literacy rate, population 15-24 years, male (%)",81.7906144444444,54.27433,81.7906144444444,81.7906144444444,81.7906144444444,76.4034,76.27631,84.0945,84.62868,86.18795,90.90535,91.54129,91.80372
"Bangladesh","Youth literacy rate, population 15-24 years, adjusted gender parity index (GPIA)",1.05072777777778,1.1958,1.05072777777778,1.05072777777778,1.05072777777778,1.03949,1.03897,1.03257,1.02141,1.03738,1.02812,1.03005,1.03276
"Bangladesh","Gross enrolment ratio, primary, female (%)",105.25839,105.24104,102.59263,105.38209,109.25345,109.648187142857,109.648187142857,109.648187142857,109.648187142857,109.648187142857,109.648187142857,119.05796,120.75175
"Bangladesh","Gross enrolment ratio, primary, gender parity index (GPI)",1.0559,1.07234,1.0619,1.04786,1.06251,1.06385428571429,1.06385428571429,1.06385428571429,1.06385428571429,1.06385428571429,1.06385428571429,1.07176,1.07471
"Bangladesh","Gross enrolment ratio, primary, male (%)",99.68595,98.14192,96.61229,100.56885,102.82547,103.03982,103.03982,103.03982,103.03982,103.03982,103.03982,111.08681,112.35745
"Bangladesh","Gross enrolment ratio, secondary, female (%)",48.85301,49.56628,49.01089,51.91283,54.67509,56.19821,58.82461,62.58473,60.814895,69.65406,75.01081,75.21749,78.27073
"Bangladesh","Gross enrolment ratio, secondary, gender parity index (GPI)",1.05611,1.05273,1.12473,1.07799,1.12224,1.15133,1.13694,1.0818,1.11382333333333,1.12749,1.10351,1.16892,1.16209
"Bangladesh","Gross enrolment ratio, secondary, male (%)",46.25743,47.08351,43.57576,48.157,48.71956,48.81148,51.73942,57.85262,54.4709133333333,61.7782,67.97476,64.34774,67.35348
"Bangladesh","Gross enrolment ratio for tertiary education, female (%)",5.22811,5.62739,6.31145,8.11878,10.635722,11.19707,11.55667,10.635722,11.74298,10.635722,14.68115,14.91033,16.98329
"Bangladesh","Gross enrolment ratio for tertiary education, male (%)",9.41337,10.16529,11.40082,13.53788,15.881731,16.13323,15.994,15.881731,15.92644,15.881731,20.95333,21.27599,24.01696
"Bangladesh","Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",0.55539,0.55359,0.5536,0.59971,0.652483,0.69404,0.72256,0.652483,0.73733,0.652483,0.70066,0.70081,0.70714
"Bangladesh","Youth illiterate population, 15-24 years, female (number)",2089554.77777778,4672079,2089554.77777778,2089554.77777778,2089554.77777778,3001565,3042646,1936205,2009103,1560245,968861,846617,768672
"Bangladesh","Youth illiterate population, 15-24 years, male (number)",2757026,6752704,2757026,2757026,2757026,3544444,3587322,2422001,2357299,2132874,1412241,1320063,1284286
"Bangladesh","Adult illiterate population, 15+ years, male (number)",18048708.8888889,24341066,18048708.8888889,18048708.8888889,18048708.8888889,19465061,20326369,19269551,19546514,17844747,13861524,14055980,13727568
"Bangladesh","Adult illiterate population, 15+ years, female (number)",20908814.6666667,26125211,20908814.6666667,20908814.6666667,20908814.6666667,22659552,23581193,22186779,22586396,20627228,16767385,16981063,16664525
"Belize","Gross enrolment ratio, primary, female (%)",111.69231,111.91712,110.09626,110.86599,110.31811,108.94403,111.82892,109.41333,108.85525,110.18898,111.62242,110.36801,108.73155
"Belize","Gross enrolment ratio, primary, gender parity index (GPI)",0.96587,0.9792,0.96127,0.96268,0.96103,0.95712,0.96648,0.956,0.95336,0.95398,0.95204,0.95157,0.9492
"Belize","Gross enrolment ratio, primary, male (%)",115.63853,114.29497,114.53252,115.16379,114.79184,113.82457,115.70749,114.44889,114.1804,115.50414,117.24553,115.98516,114.55032
"Belize","Gross enrolment ratio, secondary, female (%)",78.40477,77.40779,77.28723,76.87158,78.21234,78.38279,79.49639,81.77179,81.66027,81.74861,87.70974,86.19941,87.11591
"Belize","Gross enrolment ratio, secondary, gender parity index (GPI)",1.046,1.05688,1.0686,1.06852,1.07986,1.06596,1.03051,1.04325,1.04864,1.02732,1.01623,1.05238,1.04133
"Belize","Gross enrolment ratio, secondary, male (%)",74.95703,73.24172,72.32548,71.94194,72.42847,73.53259,77.14298,78.38202,77.87265,79.57441,86.30877,81.90868,83.65849
"Belize","Gross enrolment ratio for tertiary education, female (%)",21.31478,22.56836,23.5508,27.9654,26.86474,27.30625,30.29557,30.03308,29.90883,28.67228,29.93244,30.48455,30.48693
"Belize","Gross enrolment ratio for tertiary education, male (%)",12.7903,13.82108,14.64125,16.8193,16.83063,16.46787,18.32519,18.29603,18.09842,17.83211,18.48695,18.81743,18.58403
"Belize","Gross enrolment ratio for tertiary education, adjusted gender parity index (GPIA)",1.39993,1.38759,1.37831,1.39857,1.3735,1.39692,1.39512,1.3908,1.39488,1.37807,1.38238,1.38272,1.39043
"Bolivia","Adult literacy rate, population 15+ years, female (%)",88.0292466666667,85.98594,86.83175,86.82146,88.0292466666667,88.0802,91.87327,88.0292466666667,88.0292466666667,88.58286,88.0292466666667,88.0292466666667,88.0292466666667
"Bolivia","Adult literacy rate, population 15+ years, male (%)",96.17103,96.03626,94.95543,95.80364,96.17103,96.60105,97.10705,96.17103,96.17103,96.52275,96.17103,96.17103,96.17103
"Bolivia","Adult literacy rate, population 15+ years, adjusted gender parity index (GPIA)",0.915278333333333,0.89535,0.91445,0.90624,0.915278333333333,0.91179,0.9461,0.915278333333333,0.915278333333333,0.91774,0.915278333333333,0.915278333333333,0.915278333333333
"Bolivia","Youth literacy rate, population 15-24 years, female (%)",99.018855,99.14458,98.87941,99.0843,99.018855,98.77202,98.82861,99.018855,99.018855,99.40421,99.018855,99.018855,99.018855
"Bolivia","Youth literacy rate, population 15-24 years, male (%)",99.4400966666667,99.75361,99.39023,99.69364,99.4400966666667,99.24663,99.16245,99.4400966666667,99.4400966666667,99.39402,99.4400966666667,99.4400966666667,99.4400966666667
